"new.article.id","year","journal","pmid","author","title","abstract","url"
"X4198","%D 2023","%B Mil Psychol","%M 37262299","%A Moceri-Brooks, J.","%T The Purple Heart and suicide risk in Post-9/11 U.S. Army Combat Veterans with a traumatic brain injury: A mixed methods study","%X Active service members and Veterans with a combat-related traumatic brain injury (TBI) are four times more likely to attempt suicide than those without a TBI. TBIs are the signature injuries of the Post-9/11 conflicts and Combat Veterans (i.e., current and former service members who deployed in support of a combat mission) with these injuries are entitled to receive the Purple Heart medal. However, potentially tens of thousands of Combat Veterans did not receive, or were denied the Purple Heart during the first decade of the Global War on Terrorism because a TBI was not documented during the deployment. To our knowledge, this is the first study to explore the meaning of the Purple Heart and examine the impact of the Purple Heart on Army Combat Veterans with a combat-related TBI. Findings from this mixed methods study revealed that not receiving the Purple Heart is associated with increased suicide risk and lower quality of life after a brain injury. Additionally, thwarted belongingness, perceived burdensomeness, and perceived military institutional betrayal are associated with increased suicide risk in Army Combat Veterans with a TBI. This mixed methods study provides important insights into how Army culture is perceived and the power of the Purple Heart among this high-risk group of Combat Veterans.","%U https://www.ncbi.nlm.nih.gov/pubmed/37262299"
"X4233","%D 1989","%B Am J Epidemiol","%M 2683747","%A Moyer, L. A.","%T Validity of death certificates for injury-related causes of death","%X Exploration of the validity of death certificate information for classifying underlying causes of death has historically focused on ""natural"" or disease-related causes of death. Current interest in injury-related deaths has emphasized the need for proper certification and coding of these deaths. In this study, the authors compared agreement of the underlying cause of death as determined from death certificate information with that determined from an independent review of all relevant medical and legal documents of death by a panel of physicians. The study sample included all deaths (n = 446) occurring over an approximately 18-year follow-up period (1965-1983) in a randomly selected cohort of 18,313 US Army Veterans of the Vietnam era. Using the physician panel as the ""gold standard,"" sensitivity and specificity were 90% or greater for broad groupings of motor vehicle crash deaths (International Classification of Diseases, Ninth Revision (ICD-9), codes E810-E825), suicides (codes E950-E959), and homicides (codes E960-E969). Agreement for deaths from unintentional poisonings (codes E850-E869), mostly drug- and alcohol-related, was poor (sensitivity, 50 percent); in general, the ICD-9 drug- and alcohol-specific nomenclature is difficult to apply. The specificity and sensitivity for the individual three-digit suicide and homicide codes were all greater than 90%, and although the specificity for three-digit motor vehicle crash deaths was also above 90%, the sensitivity was lower, from 29% to 83%. Agreement on the fourth digit of ICD-9--for example, the role of the decedent in a motor vehicle crash death--was generally poor. The lack of descriptive information on death certificates to allow detailed coding was chiefly responsible for the poor agreement.","%U https://www.ncbi.nlm.nih.gov/pubmed/2683747"
"X4268","%D 2019","%B Mol Psychiatry","%M 30104726","%A Naifeh, J. A.","%T The Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS): progress toward understanding suicide among soldiers","%X Responding to an unprecedented increase in the suicide rate among soldiers, in 2008 the US Army and US National Institute of Mental Health funded the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS), a multicomponent epidemiological and neurobiological study of risk and resilience factors for suicidal thoughts and behaviors, and their psychopathological correlates among Army personnel. Using a combination of administrative records, representative surveys, computerized neurocognitive tests, and blood samples, Army STARRS and its longitudinal follow-up study (STARRS-LS) are designed to identify potentially actionable findings to inform the Army's suicide prevention efforts. The current report presents a broad overview of Army STARRS and its findings to date on suicide deaths, attempts, and ideation, as well as other important outcomes that may increase suicide risk (e.g., mental disorders, sexual assault victimization). The findings highlight the complexity of environmental and genetic risk and protective factors in different settings and contexts, and the importance of life and career history in understanding suicidal thoughts and behaviors.","%U https://www.ncbi.nlm.nih.gov/pubmed/30104726"
"X4316","%D 2021","%B Med Care","%M 33438882","%A Naifeh, J. A.","%T Sex Differences in US Army Suicide Attempts During the Wars in Iraq and Afghanistan","%X To examine sex differences in risk for administratively documented suicide attempt (SA) among US Army soldiers during the Iraq/Afghanistan wars.|Using administrative person-month records of Regular Army enlisted soldiers from 2004 to 2009, we identified 9650 person-months with a first documented SA and an equal-probability control sample (n=153,528 person-months). Person-months were weighted to the population and pooled over time. After examining the association of sex with SA in a logistic regression analysis, predictors were examined separately among women and men.|Women (an estimated 13.7% of the population) accounted for 25.2% of SAs and were more likely than men to attempt suicide after adjusting for sociodemographic, service-related, and mental health diagnosis (MHDx) variables (odds ratio=1.6; 95% confidence interval, 1.5-1.7). Women with increased odds of SA in a given person-month were younger, non-Hispanic White, less educated, in their first term of enlistment, never or previously deployed (vs. currently deployed), and previously received a MHDx. The same variables predicted SA among men. Interactions indicated significant but generally small differences between women and men on 6 of the 8 predictors, the most pronounced being time in service, deployment status, and MHDx. Discrete-time survival models examining risk by time in service demonstrated that patterns for women and men were similar, and that women's initially higher risk diminished as time in service increased.|Predictors of documented SAs are similar for US Army women and men. Differences associated with time in service, deployment status, and MHDx require additional research. Future research should consider stressors that disproportionately affect women.","%U https://www.ncbi.nlm.nih.gov/pubmed/33438882"
"X4375","%D 2022","%B Suicide Life Threat Behav","%M 34866228","%A Naifeh, J. A.","%T Association of emotion reactivity and distress intolerance with suicide attempts in U.S. Army soldiers","%X Emotion reactivity (ER) and distress intolerance (DI) may be associated with increased suicide attempt (SA) risk among U.S. Army soldiers.|In this case-control study, 74Â soldiers recently hospitalized for SA (cases) were compared with 133 control soldiers from the same Army installations selected based on either propensity score matching (n = 103) or reported 12-month suicide ideation (SI) (n = 30). Controls were weighted to represent the total Army population at the study sites and the subpopulation of 12-month ideators. Participants completed questionnaires assessing ER, DI, and other psychosocial variables. Logistic regression analyses examined whether ER and DI differentiated SA cases from the general population and from 12-month ideators before and after controlling for additional important risk factors (sociodemographic characteristics, stressors, mental disorders).|In univariate analyses, ER differentiated SA cases from both the general population (OR = 2.5[95%CI = 1.7-3.6]) and soldiers with 12-month SI (OR = 2.5[95%CI = 1.3-4.6]). DI also differentiated cases from the general population (OR = 2.9[95%CI = 2.0-4.1]) and 12-month ideators (OR = 1.9[95%CI = 1.1-3.5]). These associations persisted after controlling for sociodemographic variables, stressors, and mental disorders.|Findings provide evidence that higher ER and DI are associated with increased risk of SA among soldiers, even after adjusting for known risk factors. Prospective research with larger samples is needed.","%U https://www.ncbi.nlm.nih.gov/pubmed/34866228"
"X4493","%D 2020","%B Depress Anxiety","%M 32291817","%A Naifeh, J. A.","%T Self-injurious thoughts and behaviors that differentiate soldiers who attempt suicide from those with recent suicide ideation","%X Risk for suicide attempt (SA) versus suicide ideation (SI) is clinically important and difficult to differentiate. We examined whether a history of self-injurious thoughts and behaviors (SITBs) differentiates soldiers with a recent SA from nonattempting soldiers with current/recent SI.|Using a unique case-control design, we administered the same questionnaire (assessing the history of SITBs and psychosocial variables) to representative U.S. Army soldiers recently hospitalized for SA (nâ€‰=â€‰132) and soldiers from the same Army installations who reported 30-day SI but did not make an attempt (nâ€‰=â€‰125). Logistic regression analyses examined whether SITBs differentiated attempters and ideators after controlling for previously identified covariates.|In separate models that weighted for systematic nonresponse and controlled for gender, education, posttraumatic stress disorder, and intermittent explosive disorder, SA was positively and significantly associated with the history of suicide plan and/or intention to act (odds ratio [OR]â€‰=â€‰12.1 [95% confidence interval {CI}â€‰=â€‰3.6-40.4]), difficulty controlling suicidal thoughts during the worst week of ideation (ORâ€‰=â€‰3.5 [95% CIâ€‰=â€‰1.1-11.3]), and nonsuicidal self-injury (NSSI) (ORâ€‰=â€‰4.9 [95% CIâ€‰=â€‰1.3-18.0]). Area under the curve was 0.87 in a full model that combined these SITBs and covariates. The top ventile based on predicted risk had a sensitivity of 24.7%, specificity of 99.8%, and positive predictive value of 97.5%.|History of suicide plan/intention, difficult to control ideation, and NSSI differentiate soldiers with recent SA from those with current/recent SI independent of sociodemographic characteristics and mental disorders. Longitudinal research is needed to determine whether these factors are prospectively associated with the short-term transition from SI to SA.","%U https://www.ncbi.nlm.nih.gov/pubmed/32291817"
"X4556","%D 2017","%B Suicide Life Threat Behav","%M 27801502","%A Naifeh, J. A.","%T Neurocognitive Function and Suicide in U.S. Army Soldiers","%X This prospective cohort study used administrative data from the Army Study to Assess Risk and Resilience in Servicemembers to examine associations between neurocognitive functioning and subsequent suicidal events among Regular Army enlisted soldiers during the years 2004-2009. Cases were all soldiers who completed the Army's Automated Neuropsychological Assessment Metrics (ANAM) computerized testing battery prior to documented suicide attempt (nÂ =Â 607), ideation (nÂ =Â 955), or death (nÂ =Â 57). Controls were an equal-probability sample of 9,893 person-months from other soldiers. Exploratory factor analysis of five ANAM tests identified a general neurocognitive factor that excluded the mathematic processing test (MTH). When examined separately in logistic regression analyses that controlled for sociodemographics and prior mental health diagnosis, both the general neurocognitive factor (logit [Î_]Â =Â -.197 to -.521; pÂ <Â .01) and MTH (Î_Â =Â -.024 to -.064; pÂ <Â .05) were associated with all outcomes. When both predictors were examined simultaneously, the general neurocognitive factor continued to be associated with all outcomes (Î_Â =Â -.164 to -.417; pÂ <Â .05) and MTH continued to be associated with suicide attempt (Î_Â =Â -.015; pÂ =Â .046) and ideation (Î_Â =Â -.014; pÂ =Â .018). These small but robust associations suggest that future research must continue to examine the extent to which objective neurocognitive tests may enhance understanding and prediction of suicide risk.","%U https://www.ncbi.nlm.nih.gov/pubmed/27801502"
"X4612","%D 2020","%B Suicide Life Threat Behav","%M 31544970","%A Naifeh, J. A.","%T Early First Deployment and Risk of Suicide Attempt Among First-term Enlisted Soldiers in the U.S. Army","%X We examined early first deployment and subsequent suicide attempt among U.S. Army soldiers.|Using 2004-2009 administrative data and person-month records of first-term, Regular Army, enlisted soldiers with one deployment (89.2% male), we identified 1,704 soldiers with a documented suicide attempt during or after first deployment and an equal-probability control sample (nÂ =Â 25,861 person-months).|Logistic regression analyses indicated soldiers deployed within the first 12Â months of service were more likely than later deployers to attempt suicide (ORÂ =Â 1.7 [95% CIÂ =Â 1.5-1.8]). Adjusting for sociodemographic characteristics, service-related characteristics, and previous mental health diagnosis slightly attenuated this association (ORÂ =Â 1.6 [95% CIÂ =Â 1.5-1.8]). Results were not modified by gender, deployment status, military occupation, or mental health diagnosis. The population-attributable risk proportion for deploying within the first 12Â months of service was 17.8%. Linear spline models indicated similar risk patterns over time for early and later deployers, peaking at month 9 during deployment and month 5 postdeployment; however, monthly suicide attempt rates were consistently higher for early deployers.|Enlisted soldiers deployed within the first 12Â months of service have elevated risk of suicide attempt during and after first deployment. Improved understanding of why early deployment increases risk can inform the development of policies and intervention programs.","%U https://www.ncbi.nlm.nih.gov/pubmed/31544970"
"X4668","%D 2019","%B BMC Psychiatry","%M 30658601","%A Naifeh, J. A.","%T Suicide attempts among activated soldiers in the U.S. Army reserve components","%X Although the majority of active duty U.S. Army soldiers are full-time personnel in the Active Component (AC), a substantial minority of soldiers on active duty are in the Reserve Components (RCs). These ""citizen-soldiers"" (Army National Guard and Army Reserve) represent a force available for rapid activation in times of national need. RC soldiers experience many of the same stressors as AC soldiers as well as stressors that are unique to their intermittent service. Despite the important role of RC soldiers, the vast majority of military mental health research focuses on AC soldiers. One important goal of the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) is to address this gap. Here we examine predictors of suicide attempts among activated RC soldiers.|This longitudinal, retrospective cohort study used individual-level person-month records from Army and Department of Defense administrative data systems to examine socio-demographic, service-related, and mental health predictors of medically documented suicide attempts among activated RC soldiers during 2004-2009. Data from all 1103 activated RC suicide attempters and an equal-probability sample of 69,867 control person-months were analyzed using a discrete-time survival framework.|Enlisted soldiers comprised 84.3% of activated RC soldiers and accounted for 95.7% of all activated RC suicide attempts (overall rateâ€‰=â€‰108/100,000 person-years, more than four times the rate among officers). Multivariable predictors of enlisted RC suicide attempts included being female, entering Army service at ageâ€‰â‰¥â€‰25, current ageâ€‰<â€‰30, non-Hispanic white, less than high school education, currently married, having 1-2â€‰years of service, being previously deployed (vs. currently deployed), and history of mental health diagnosis (particularly when documented in the previous month). Predictors among RC officers (overall rateâ€‰=â€‰26/100,000 person-years) included being female and receiving a mental health diagnosis in the previous month. Discrete-time hazard models showed suicide attempt risk among enlisted soldiers was inversely associated with time in service.|Risk factors for suicide attempt in the RCs were similar to those previously observed in the AC, highlighting the importance of research and prevention focused on RC enlisted soldiers in the early phases of Army service and those with a recent mental health diagnosis.","%U https://www.ncbi.nlm.nih.gov/pubmed/30658601"
"X4736","%D 2019","%B Depress Anxiety","%M 30549394","%A Naifeh, J. A.","%T Transition to suicide attempt from recent suicide ideation in U.S. Army soldiers: Results from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS)","%X Most people with suicide ideation (SI) do not attempt suicide (SA). Understanding the transition from current/recent SI to SA is important for mental health care. Our objective was to identify characteristics that differentiate SA from 30-day SI among representative U.S. Army soldiers.|Using a unique case-control design, soldiers recently hospitalized for SA (nÂ =Â 132) and representative soldiers from the same four communities (nÂ =Â 10,193) were administered the same questionnaire. We systematically identified variables that differentiated suicide attempters from the total population, then examined whether those same variables differentiated all 30-day ideators (nÂ =Â 257) from the total population and attempters from nonattempting 30-day ideators.|In univariable analyses, 20 of 23 predictors were associated with SA in the total population (0.05 level). The best multivariable model included eight significant predictors: interpersonal violence, relationship problems, major depressive disorder, posttraumatic stress disorder (PTSD), and substance use disorder (all having positive associations), as well as past 12-month combat trauma, intermittent explosive disorder (IED), and any college education (all having negative associations). Six of these differentiated 30-day ideators from the population. Three differentiated attempters from ideators: past 30-day PTSD (ORÂ =Â 6.7 [95% CI =Â 1.1-39.4]), past 30-day IED (ORÂ =Â 0.2 [95% CI =Â 0.1-0.5]), and any college education (ORÂ =Â 0.1 [95% CI =Â 0.0-0.6]). The 5% of ideators with highest predicted risk in this final model included 20.9% of attempters, a four-fold concentration of risk.|Prospective army research examining transition from SI to SA should consider PTSD, IED, and education. Combat exposure did not differentiate attempters from ideators. Many SA risk factors in the Army population are actually risk factors for SI.","%U https://www.ncbi.nlm.nih.gov/pubmed/30549394"
"X4807","%D 2022","%B JAMA Netw Open","%M 35687339","%A Naifeh, J. A.","%T Association of Premilitary Mental Health With Suicide Attempts During US Army Service","%X Approximately one-third of US soldiers who attempt suicide have not received a mental health diagnosis (MH-Dx) before their suicide attempt (SA), yet little is known about risk factors for SA in those with no MH-Dx.|To examine whether premilitary mental health is associated with medically documented SA among US Army soldiers who do not receive an MH-Dx before their SA.|This cohort study used data from a representative survey of soldiers in the US Army entering basic combat training from April 1, 2011, to November 30, 2012, who were followed up via administrative records for the first 48 months of service. Analyses were conducted from April 5, 2021, to January 21, 2022. Regular Army enlisted soldiers (nâ€‰=â€‰21â€¯772) recruited from 3 US Army installations during the first week of service who agreed to have their administrative records linked to their survey responses were included.|Preenlistment lifetime history of mental disorder, suicide ideation, SA, and nonsuicidal self-injury (NSSI) as reported during the baseline survey. Service-acquired MH-Dx and sociodemographic and service-related variables were identified using administrative records.|Documented SAs were identified using administrative medical records. Using a discrete-time survival framework, linear splines examined the pattern of SA risk over the first 48 months of service. Logistic regression analysis examined associations of lifetime baseline survey variables with subsequent, medically documented SA among soldiers who did vs did not receive an MH-Dx during service. Models were adjusted for time in service and sociodemographic and service-related variables.|Of the 21â€¯722 respondents (86.2% male, 20.4% Black, 61.8% White non-Hispanic), 253 made an SA in the first 48 months of service (male [75.4%]; Black [22.7%], White non-Hispanic [59.9%], or other race or ethnicity [17.4%]). Risk of SA peaked toward the end of the first year of service for both those who did and did not receive an MH-Dx during service. Of the 42.3% of individuals reporting at least 1 of the 4 baseline risk factors, 50.2% received an administrative MH-Dx during service vs 41.5% of those with none, and 1.6% had a documented SA vs 1.0% of those with none. Among individuals with no MH-Dx, medically documented SAs were associated with suicide ideation (odds ratio [OR], 2.2; 95% CI, 1.1-4.4), SA (OR, 11.3; 95% CI, 4.3-29.2), and NSSI (OR, 3.0; 95% CI, 1.3-6.8). For those who received an MH-Dx, medically documented SAs were associated with mental disorder (OR, 1.4; 95% CI, 1.0-1.9), SA (OR, 3.4; 95% CI, 2.1-5.6), and NSSI (OR, 1.8; 95% CI, 1.1-2.8). Interactions indicated the only explanatory variable that differed based on history of MH-Dx was preenlistment SA (Ï‡21â€‰=â€‰4.7; Pâ€‰=â€‰.03), which had a larger OR among soldiers with no MH-Dx than among those with an MH-Dx.|In this study, the period of greatest SA risk and baseline risk factors for SA were similar in soldiers with and without an MH-Dx. This finding suggests that knowledge of the time course and preenlistment mental health factors can equally aid in identifying SA risk in soldiers who do and do not receive an MH-Dx.","%U https://www.ncbi.nlm.nih.gov/pubmed/35687339"
"X4855","%D 2022","%B Psychol Med","%M 36330831","%A Naifeh, J. A.","%T Prospective associations of emotion reactivity and risk behaviors with suicide attempts in US Army soldiers","%X Emotion reactivity and risk behaviors (ERRB) are transdiagnostic dimensions associated with suicide attempt (SA). ERRB patterns may identify individuals at increased risk of future SAs.|A representative sample of US Army soldiers entering basic combat training (|Of 21 772 respondents (86.2% male, 61.8% White non-Hispanic), 253 made a SA. Four ERRB classes were identified: 'Indirect Harming' (8.9% of soldiers), 'Impulsive' (19.3%), 'Risk-Taking' (16.3%), and 'Low ERRB' (55.6%). Compared to Low ERRB, Impulsive [OR 1.8 (95% CI 1.3-2.4)] and Risk-Taking [OR 1.6 (95% CI 1.1-2.2)] had higher odds of SA after adjusting for covariates. The ERRB class and MH-Dx interaction was non-significant. Within each class, SA risk varied across service time.|SA risk within the four identified ERRB classes varied across service time. Impulsive and Risk-Taking soldiers had increased risk of future SA. MH-Dx did not modify these associations, which may therefore help identify risk in those not yet receiving mental healthcare.","%U https://www.ncbi.nlm.nih.gov/pubmed/36330831"
"X4897","%D 2022","%B Suicide Life Threat Behav","%M 34032314","%A Naifeh, J. A.","%T Risk of suicide attempt in reserve versus active component soldiers during deployment to the wars in Iraq and Afghanistan","%X Little is known about the degree to which U.S. Army soldiers in the Reserve Components (Army National Guard and Army Reserve) and Active Component (Regular Army) differ with respect suicide attempt (SA) risk during high-stress times, such as deployment.|Using administrative person-month records of enlisted soldiers on active duty during 2004-2009, we identified 1170 soldiers with a medically documented SA during deployment and an equal-probability control sample of other deployed soldiers (nÂ =Â 52,828 person-months). Logistic regression analyses examined the association of Army component (Guard/Reserve vs. Regular) with SA before and after adjusting for socio-demographic and service-related predictors.|Guard/Reserve comprised 32.1% of enlisted soldiers and 19.7% of suicide attempters in-theater, with a SA rate of 81/100,000 person-years (vs. 157/100,000 person-years among Regular; rate ratioÂ =Â 0.5 [95% CIÂ =Â 0.5-0.6]). Risk peaked near mid-deployment for both groups but was consistently lower for Guard/Reserve throughout deployment. Guard/Reserve had lower odds of SA after adjusting for covariates (ORÂ =Â 0.7 [95%CIÂ =Â 0.6-0.8]). Predictors of SA were similar between components.|Guard/Reserve and Regular soldiers had similar patterns and predictors of SA during deployment, but Guard/Reserve had lower risk even after controlling for important risk factors. Additional research is needed to understand the lower SA risk among Guard/Reserve in-theater.","%U https://www.ncbi.nlm.nih.gov/pubmed/34032314"
"X4999","%D 2013","%B Psychiatry","%M 23631542","%A Nock, M. K.","%T Suicide among soldiers: a review of psychosocial risk and protective factors","%X Suicide is difficult to predict and prevent and remains a leading cause of death worldwide. Although soldiers historically have had a suicide rate well below that of the general population, the suicide rate among members of the U.S. Army has increased markedly over the past several years and now exceeds that of the general population. This paper reviews psychosocial factors known to be associated with the increased risk of suicidal behavior in general and describes how some of these factors may be especially important in understanding suicide among soldiers. Moving forward, the prevention of suicide requires additional research aimed at: (a) better describing when, where, and among whom suicidal behavior occurs, (b) using exploratory studies to discover new risk and protective factors, (c) developing new methods of predicting suicidal behavior that synthesize information about modifiable risk and protective factors from multiple domains, and (d) understanding the mechanisms and pathways through which suicidal behavior develops. Although the scope and severity of this problem is daunting, the increasing attention and dedication to this issue by the Armed Forces, scientists, and society provide hope for our ability to better predict and prevent these tragic outcomes in the future.","%U https://www.ncbi.nlm.nih.gov/pubmed/23631542"
"X5057","%D 2017","%B Psychol Med","%M 28502265","%A Nock, M. K.","%T Psychological autopsy study comparing suicide decedents, suicide ideators, and propensity score matched controls: results from the study to assess risk and resilience in service members (Army STARRS)","%X The suicide rate has increased significantly among US Army soldiers over the past decade. Here we report the first results from a large psychological autopsy study using two control groups designed to reveal risk factors for suicide death among soldiers beyond known sociodemographic factors and the presence of suicide ideation.|Informants were next-of-kin and Army supervisors for: 135 suicide cases, 137 control soldiers propensity-score-matched on known sociodemographic risk factors for suicide and Army history variables, and 118 control soldiers who reported suicide ideation in the past year.|Results revealed that most (79.3%) soldiers who died by suicide have a prior mental disorder; mental disorders in the prior 30-days were especially strong risk factors for suicide death. Approximately half of suicide decedents tell someone that they are considering suicide. Virtually all of the risk factors identified in this study differed between suicide cases and propensity-score-matched controls, but did not significantly differ between suicide cases and suicide ideators. The most striking difference between suicides and ideators was the presence in the former of an internalizing disorder (especially depression) and multi-morbidity (i.e. 3+ disorders) in the past 30 days.|Most soldiers who die by suicide have identifiable mental disorders shortly before their death and tell others about their suicidal thinking, suggesting that there are opportunities for prevention and intervention. However, few risk factors distinguish between suicide ideators and decedents, pointing to an important direction for future research.","%U https://www.ncbi.nlm.nih.gov/pubmed/28502265"
"X5112","%D 2018","%B Depress Anxiety","%M 29734488","%A Norr, A. M.","%T Virtual reality exposure versus prolonged exposure for PTSD: Which treatment for whom?","%X The majority of studies comparing active psychological treatments for posttraumatic stress disorder (PTSD) do not find significant differences at posttreatment. This was the case in a recent trial examining prolonged exposure (PE) and virtual reality exposure (VRE) among active-duty soldiers with combat-related PTSD. Matching individual patients to specific treatments provides a potential avenue to improve significantly the public health impact of effective treatments for PTSD. A composite moderator approach was used to identify profiles of patients who would see superior PTSD symptom reduction in VRE or PE to inform future treatment matching.|Active duty U.S. army soldiers (NÂ =Â 108) were enrolled in a randomized clinical trial comparing VRE and PE in the treatment of PTSD stemming from deployments to Iraq or Afghanistan. Eighteen baseline variables were examined to identify treatment response heterogeneity in two patient groups: those with a superior response to PE and those with a superior response to VRE. The final composite moderator comprised four of 18 baseline variables.|Results revealed that patients who were predicted to see greater PTSD symptom reduction in VRE were likely to be younger, not taking antidepressant medication, had greater PTSD hyperarousal symptoms, and were more likely to have greater than minimal suicide risk.|Results suggest that treatment matching based on patient profiles could meaningfully improve treatment efficacy for combat-related PTSD. Future research can build on these results to improve our understanding of how to improve treatment matching for PTSD.","%U https://www.ncbi.nlm.nih.gov/pubmed/29734488"
"X5163","%D 2003","%B Mil Med","%M 14529241","%A Piotroski, S. S.","%T Human immunodeficiency virus social work program at the Walter Reed Army Medical Center: a historical perspective","%X Human immunodeficiency virus (HIV) infection has become a pandemic concern for many nations. When this disease first presented itself in a global manner in the early 1980s, it was accompanied by fear, denial, misunderstanding, social stigma, and a paucity of available support services. The U.S. Army was becoming increasingly aware of the potential impact HIV could have on the active forces. A tragic event involving the suicide of a young HIV-infected soldier resulted in the development of a comprehensive medical/psychosocial assessment and treatment program for HIV-infected service members and their families at the Walter Reed Army Medical Center. Social work services played an integral role in the development of this program as this profession has done historically in meeting other emerging needs of the military. Special attention is given to the unique psychosocial issues and needs of the HIV-infected service member and the comprehensive and compassionate response of the military medical team with its significant social work contribution.","%U https://www.ncbi.nlm.nih.gov/pubmed/14529241"
"X5196","%D 2017","%B J Neurotrauma","%M 27439997","%A Polimanti, R.","%T Cross-Phenotype Polygenic Risk Score Analysis of Persistent Post-Concussive Symptoms in U.S. Army Soldiers with Deployment-Acquired Traumatic Brain Injury","%X Traumatic brain injury (TBI) contributes to the increased rates of suicide and post-traumatic stress disorder in military personnel and veterans, and it is also associated with the risk for neurodegenerative and psychiatric disorders. A cross-phenotype high-resolution polygenic risk score (PRS) analysis of persistent post-concussive symptoms (PCS) was conducted in 845 U.S. Army soldiers who sustained TBI during their deployment. We used a prospective longitudinal survey of three brigade combat teams to assess deployment-acquired TBI and persistent physical, cognitive, and emotional PCS. PRS was derived from summary statistics of large genome-wide association studies of Alzheimer's disease, Parkinson's disease, schizophrenia, bipolar disorder, and major depressive disorder (MDD); and for years of schooling, college completion, childhood intelligence, infant head circumference (IHC), and adult intracranial volume. Although our study had more than 95% of statistical power to detect moderate-to-large effect sizes, no association was observed with neurodegenerative and psychiatric disorders, suggesting that persistent PCS does not share genetic components with these traits to a moderate-to-large degree. We observed a significant finding: subjects with high IHC PRS recovered better from cognitive/emotional persistent PCS than the other individuals (R","%U https://www.ncbi.nlm.nih.gov/pubmed/27439997"
"X5264","%D 2015","%B Psychiatr Serv","%M 26129998","%A Ramchand, R.","%T Noncommissioned Officers' Perspectives on Identifying, Caring for, and Referring Soldiers and Marines at Risk of Suicide","%X Noncommissioned officers (NCOs) in the U.S. Army and U.S. Marine Corps were surveyed to identify their ability and willingness to identify, intervene on behalf of, and refer fellow soldiers and marines at risk of suicide.|A total of 1,184 Army soldiers and 796 marines completed surveys. Descriptive statistics were collected, and regression analyses comparing the groups were conducted.|Thirty-seven percent of marines and 40% of Army soldiers reported that they could use more suicide prevention training. Compared with trained civilians, NCOs reported greater efficacy to intervene with at-risk peers, but they also reported relatively more reluctance to intervene. Close to 40% of NCOs believed that they would be held responsible for a service member's suicide if they had asked the service member about suicidal thoughts before the suicide occurred. Chaplains were the preferred referral source, primarily because of the confidentiality they afford.|Suicide prevention training for NCOs should focus on strategies for asking about suicide risk, assuring soldiers and marines that they will not be blamed for the suicides of fellow service members, and encouraging referrals. These results can help improve suicide prevention programs in the Army and Marine Corps, including whether current policies may need to be changed to optimize NCOs' ability to identify, intervene on behalf of, and refer service members at risk of suicide.","%U https://www.ncbi.nlm.nih.gov/pubmed/26129998"
"X5309","%D 2016","%B Rand Health Q","%M 28083441","%A Ramchand, R.","%T Can Access to Data Prevent Army Suicides?: Identifying Optimal Response Strategies for Army Leaders","%X Over the past decade, the U.S. Army has invested significant resources in its efforts to prevent suicide and respond to a well-documented increase in suicides among active-duty soldiers. Among the efforts under way is a program to develop an information system that provides leaders with data on individual- and unit-level suicide risk factors and could serve as the basis for prevention and intervention activities. One shortfall of this approach is the lack of guidance on how Army leaders should interpret and use this information. To address this gap, RAND Arroyo Center convened a group of experts to reach consensus on recommended actions for leaders who are informed that an individual soldier exhibits a risk factor for suicide or that their unit exhibits an atypically high prevalence of suicide risk factors or a concerning trend of suicidality. The experts generally agreed that information on suicide risk indicators could be useful to unit leaders if they also received guidance on appropriate actions from behavioral health providers-and central to any response is the need to keep information about individual soldiers confidential. At the unit level, data on atypically high-risk behaviors should prompt a ""root cause"" analysis to discern whether the heightened prevalence is a reflection of actual behaviors or can be explained by other factors. The experts concluded that unit-level suicide trend data have limited utility for leader action because suicide is a relatively rare event and because individuals assigned to a unit change over time. The results of the exercise led to several recommendations on the use of data in response planning for Army leaders and directions for future research.","%U https://www.ncbi.nlm.nih.gov/pubmed/28083441"
"X5330","%D 2014","%B J Affect Disord","%M 24751318","%A Ramsawh, H. J.","%T Risk for suicidal behaviors associated with PTSD, depression, and their comorbidity in the U.S. Army","%X Suicide rates have risen considerably in the United States Army in the past decade. Suicide risk is highest among those with past suicidality (suicidal ideation or attempts). The incidence of posttraumatic stress disorder (PTSD) and depressive illnesses has risen concurrently in the U.S. Army. We examined the relationship of PTSD and depression, independently and in combination, and rates of past-year suicidality in a representative sample of U.S. Army soldiers.|This study used the DoD Survey of Health Related Behaviors Among Active Duty Military Personnel (DoD HRB) (N=5927). Probable PTSD and depression were assessed with the PTSD Checklist (PCL) and the 10-item short form of the Center for Epidemiologic Studies Depression Scale (CES-D), respectively. Past-year suicidality was assessed via self-report.|Six percent of Army service members reported suicidality within the past year. PTSD and MDD were each independently associated with past-year suicidality. Soldiers with both disorders were almost three times more likely to report suicidality within the past year than those with either diagnosis alone. Population-attributable risk proportions for PTSD, depression, and both disorders together were 24%, 29%, and 45%, respectively.|The current study is subject to the limitations of a cross-sectional survey design and the self-report nature of the instruments used.|PTSD and depression are each associated with suicidality independently and in combination in the active duty component of the U.S. Army. Soldiers presenting with either but especially both disorders may require additional outreach and screening to decrease suicidal ideation and attempts.","%U https://www.ncbi.nlm.nih.gov/pubmed/24751318"
